r0	M_star	flux_peb	M_em_fact	M_init	M_trans	t_trans	t_moon	t_e3
5.0	0.7	200	2.0	0.0019640782	0.00267280805003966	1862.8515830381098	19561.14011854403	0.0
5.0	0.7	200	1.0	0.00098203908	0.00267280805003966	12101.078400800077	32364.610646720143	49.87548769987057
5.0	0.7	200	0.5	0.00049101954	0.00267280805003966	28744.141034536235	50024.79869282788	10928.26507242531
5.0	0.7	200	0.1	9.8203908e-05	0.00267280805003966	97490.57663070703	119969.51580736182	76628.03320338565
5.0	0.7	100	2.0	0.0019640782	0.00267280805003966	2409.6245525622057	33554.46035164638	0.0
5.0	0.7	100	1.0	0.00098203908	0.00267280805003966	18855.015564152498	55999.55451588924	52.205921407895815
5.0	0.7	100	0.5	0.00049101954	0.00267280805003966	46790.15929789864	86319.88913306342	15827.205018005801
5.0	0.7	100	0.1	9.8203908e-05	0.00267280805003966	168043.60089369086	210562.56058928234	129237.99253065135
5.0	0.7	50	2.0	0.0019640782	0.00267280805003966	2874.451049916208	55098.57084005511	0.0
5.0	0.7	50	1.0	0.00098203908	0.00267280805003966	27363.87957179027	92799.48156350263	53.4531562950571
5.0	0.7	50	0.5	0.00049101954	0.00267280805003966	71615.22082581448	142608.78316977975	21072.279555030647
5.0	0.7	50	0.1	9.8203908e-05	0.00267280805003966	274599.3069624509	353014.0902573074	204897.6882740636
5.0	0.7	20	2.0	0.0019640782	0.00267280805003966	3286.52633431263	97025.79501753378	0.0
5.0	0.7	20	1.0	0.00098203908	0.00267280805003966	39489.260252776774	166054.55114918083	54.22989176626072
5.0	0.7	20	0.5	0.00049101954	0.00267280805003966	112093.45434991726	254585.8110914922	27059.80319801133
5.0	0.7	20	0.1	9.8203908e-05	0.00267280805003966	472671.4405229558	638385.4817318826	333886.5870055585
5.0	0.5	200	2.0	0.0015406498	0.00392618934390481	12995.063085046642	29133.133913261026	0.0
5.0	0.5	200	1.0	0.00077032492	0.00392618934390481	30754.863301787667	47574.04455429018	3055.228995059426
5.0	0.5	200	0.5	0.00038516246	0.00392618934390481	57499.13505628777	74654.13678924239	25357.414959316568
5.0	0.5	200	0.1	7.7032492e-05	0.00392618934390481	142945.01661450008	160495.13047523005	108099.26890210496
5.0	0.5	100	2.0	0.0015406498	0.00392618934390481	21242.44606939978	51801.75490850433	0.0
5.0	0.5	100	1.0	0.00077032492	0.00392618934390481	51874.36685135412	83935.60996526129	3879.685041739669
5.0	0.5	100	0.5	0.00038516246	0.00392618934390481	97396.72355772028	130200.97067958617	38847.31640425904
5.0	0.5	100	0.1	7.7032492e-05	0.00392618934390481	254605.9918542835	288389.1200234057	188839.40829335054
5.0	0.5	50	2.0	0.0015406498	0.00392618934390481	32904.88982296656	89235.41427813386	0.0
5.0	0.5	50	1.0	0.00077032492	0.00392618934390481	83377.52789655206	143107.93879143847	4548.980129475362
5.0	0.5	50	0.5	0.00038516246	0.00392618934390481	157237.09203384406	218692.76534140183	55113.3990523831
5.0	0.5	50	0.1	7.7032492e-05	0.00392618934390481	433756.22219005076	497710.43714536674	312894.59226371633
5.0	0.5	20	2.0	0.0015406498	0.00392618934390481	52870.35591429977	171436.96720459216	0.0
5.0	0.5	20	1.0	0.00077032492	0.00392618934390481	142118.5372518098	270865.39880314743	5119.072064857806
5.0	0.5	20	0.5	0.00038516246	0.00392618934390481	270166.51651862875	404284.7257954892	76832.5343130639
5.0	0.5	20	0.1	7.7032492e-05	0.00392618934390481	799913.8477869683	942626.9318718544	546936.9666097461
5.0	0.3	200	2.0	0.0010638069	0.007039027600948817	49837.39461576946	57424.40552412568	0.0
5.0	0.3	200	1.0	0.00053190344	0.007039027600948817	87377.08135889506	95017.66033234187	23855.115198843192
5.0	0.3	200	0.5	0.00026595172	0.007039027600948817	134783.84039451508	142449.7604017468	68542.84955294202
5.0	0.3	200	0.1	5.3190344e-05	0.007039027600948817	227244.48675321924	234932.980595343	159324.74629883308
5.0	0.3	100	2.0	0.0010638069	0.007039027600948817	89597.99357917067	104462.0790603764	0.0
5.0	0.3	100	1.0	0.00053190344	0.007039027600948817	154822.45941121934	169786.3212758966	36216.57635404131
5.0	0.3	100	0.5	0.00026595172	0.007039027600948817	239230.93150966355	254245.28538497022	113784.92367341415
5.0	0.3	100	0.1	5.3190344e-05	0.007039027600948817	419523.79123897024	434588.89978484233	289499.8661943119
5.0	0.3	50	2.0	0.0010638069	0.007039027600948817	156892.43493600222	185696.38787216396	0.0
5.0	0.3	50	1.0	0.00053190344	0.007039027600948817	265517.1476753112	294535.11320824793	50917.83862268271
5.0	0.3	50	0.5	0.00026595172	0.007039027600948817	408061.403778843	437195.5065492303	176686.0834966832
5.0	0.3	50	0.1	5.3190344e-05	0.007039027600948817	750491.9127221495	779763.1056157729	506428.159122298
5.0	0.3	20	2.0	0.0010638069	0.007039027600948817	311481.02119312336	378738.1975165165	0.0
5.0	0.3	20	1.0	0.00053190344	0.007039027600948817	510213.9439188149	578166.0093769976	70272.2092849869
5.0	0.3	20	0.5	0.00026595172	0.007039027600948817	771228.7096056762	839595.100008031	280209.33900711086
5.0	0.3	20	0.1	5.3190344e-05	0.007039027600948817	1519530.5800513779	1588503.3944133641	980561.1037825691
5.0	0.1	200	2.0	0.00047577015	0.02470552584662665	314255.62097200745	284671.189886854	74704.34736178313
5.0	0.1	200	1.0	0.00023788507	0.02470552584662665	377489.41569693486	347923.45231310854	136661.63900521485
5.0	0.1	200	0.5	0.00011894254	0.02470552584662665	426993.8347654454	397441.55649246054	185833.648421426
5.0	0.1	200	0.1	2.3788507e-05	0.02470552584662665	508222.0222498136	478691.46393783315	266866.2241642568
5.0	0.1	100	2.0	0.00047577015	0.02470552584662665	600898.6187367627	542102.3927425054	134595.37543818462
5.0	0.1	100	1.0	0.00023788507	0.02470552584662665	722735.9542511937	663987.8003633596	253480.11334177575
5.0	0.1	100	0.5	0.00011894254	0.02470552584662665	819387.1135807398	760673.0035262626	349357.57255769346
5.0	0.1	100	0.1	2.3788507e-05	0.02470552584662665	982055.5337015525	923393.8424585299	511534.3439064793
5.0	0.1	50	2.0	0.00047577015	0.02470552584662665	1132728.1283898645	1016291.2669471293	234434.4215542291
5.0	0.1	50	1.0	0.00023788507	0.02470552584662665	1363533.8396905821	1247193.8245529642	457507.5481520042
5.0	0.1	50	0.5	0.00011894254	0.02470552584662665	1549921.8199634242	1433649.6800869198	641627.3223255702
5.0	0.1	50	0.1	2.3788507e-05	0.02470552584662665	1875100.9207229817	1758931.085564852	965021.00353467
5.0	0.1	20	2.0	0.00047577015	0.02470552584662665	2546693.177772901	2260499.711798525	452809.9557903197
5.0	0.1	20	1.0	0.00023788507	0.02470552584662665	3065114.787241834	2779083.0270613	940611.3210296766
5.0	0.1	20	0.5	0.00011894254	0.02470552584662665	3497368.21937657	3211456.680971657	1362179.3803418803
5.0	0.1	20	0.1	2.3788507e-05	0.02470552584662665	4304657.506430265	4018927.999615801	2159225.0752805914
10.0	1.0	200	2.0	0.0079228001	0.005834294943112898	0.0	3555.000913363241	0.0
10.0	1.0	200	1.0	0.0039614001	0.005834294943112898	8363.101590873592	23871.423571079235	0.0
10.0	1.0	200	0.5	0.0019807	0.005834294943112898	35623.990573829025	52651.24184732834	0.0
10.0	1.0	200	0.1	0.00039614001	0.005834294943112898	174212.14613688478	192334.52988390584	79021.97125663175
10.0	1.0	100	2.0	0.0079228001	0.005834294943112898	0.0	5214.650380513521	0.0
10.0	1.0	100	1.0	0.0039614001	0.005834294943112898	13276.710043692561	41550.93386603939	0.0
10.0	1.0	100	0.5	0.0019807	0.005834294943112898	62159.67205632062	94311.08308965861	0.0
